major_name,onetsoc_code,match_strength
Public Relations,39-9032.00,0.78
Art Education,39-9041.00,0.89
Communication Studies,39-9041.00,0.89
Early Childhood Education,39-9041.00,0.89
Elementary Education,39-9041.00,0.89
English,39-9041.00,0.89
Instructional Design and Technology,39-9041.00,0.89
Health Care Information Systems Major,39-9099.00,0.98
Health Care Management,39-9099.00,0.98
Health Care Professional Services,39-9099.00,0.98
Integrative Health Care,39-9099.00,0.98
Social Work,39-9099.00,0.80
Accounting,41-1011.00,0.98
Management,41-1011.00,0.98
Business Administration,41-1011.00,0.83
Marketing,41-1011.00,0.83
Professional Selling,41-1011.00,0.83
Accounting,41-1012.00,0.98
Management,41-1012.00,0.83
Marketing,41-1012.00,0.83
Professional Selling,41-1012.00,0.83
Finance,41-2011.00,0.98
Accounting,41-2011.00,0.68
Aviation and Aerospace Management,41-2011.00,0.68
Accounting,41-2012.00,0.90
Data Science and Machine Learning,41-2012.00,0.90
Business Administration,41-2021.00,0.90
Management,41-2021.00,0.90
Communication Studies,41-2021.00,0.90
Business Administration,41-2022.00,0.90
Management,41-2022.00,0.90
Communication Studies,41-2022.00,0.90
Business Administration,41-2031.00,0.90
Management,41-2031.00,0.90
Communication Studies,41-2031.00,0.90
Marketing,41-3011.00,0.96
Business Intelligence,41-3011.00,0.80
Business Administration,41-3011.00,0.72
Communication Studies,41-3011.00,0.70
Professional Selling,41-3021.00,0.98
Real Estate,41-3021.00,0.86
Finance,41-3021.00,0.76
Finance,41-3031.00,0.98
Marketing,41-3031.00,0.78
Professional Selling,41-3031.00,0.78
Brewery Operations,41-3041.00,0.89
Business Administration,41-3041.00,0.89
Event and Meeting Management,41-3041.00,0.89
Hospitality Leadership,41-3041.00,0.89
Hotel Management,41-3041.00,0.89
Management,41-3041.00,0.89
Marketing,41-3091.00,0.96
Business Intelligence,41-3091.00,0.80
Business Administration,41-3091.00,0.72
Communication Studies,41-3091.00,0.70
Professional Selling,41-4011.00,0.98
Advanced Manufacturing Operations,41-4011.00,0.91
Advanced Manufacturing Sciences,41-4011.00,0.91
Art Education,41-4011.00,0.83
Computer Engineering,41-4011.00,0.83
Early Childhood Education,41-4011.00,0.83
Professional Selling,41-4011.07,0.98
Marketing,41-4011.07,0.76
Accounting,41-4011.07,0.64
Professional Selling,41-4012.00,0.98
Advanced Manufacturing Operations,41-4012.00,0.91
Advanced Manufacturing Sciences,41-4012.00,0.91
Public Health,41-9011.00,0.90
Public Relations,41-9011.00,0.90
Business Administration,41-9012.00,0.90
Management,41-9012.00,0.90
Communication Studies,41-9012.00,0.90
Real Estate,41-9021.00,0.98
Finance,41-9021.00,0.70
Professional Selling,41-9021.00,0.70
Real Estate,41-9022.00,0.98
Professional Selling,41-9022.00,0.84
Marketing,41-9022.00,0.70
Business Administration,41-9031.00,0.98
International Business,41-9031.00,0.98
Professional Selling,41-9031.00,0.98
Business Intelligence,41-9031.00,0.83
Civil Engineering Technology,41-9031.00,0.83
Computer Engineering,41-9031.00,0.83
Business Administration,41-9041.00,0.90
Management,41-9041.00,0.90
Communication Studies,41-9041.00,0.90
Marketing,41-9091.00,0.94
Professional Selling,41-9091.00,0.94
Accounting,41-9091.00,0.72
Marketing,41-9099.00,0.94
Professional Selling,41-9099.00,0.94
Accounting,41-9099.00,0.72
Social Work,43-1011.00,0.93
Business Administration,43-1011.00,0.80
Management,43-1011.00,0.80
Business Administration,43-2011.00,0.98
International Business,43-2011.00,0.98
Business Intelligence,43-2011.00,0.83
Fire and Emergency Response Administration,43-2021.00,0.94
Criminal Justice and Criminology,43-2021.00,0.72
History,43-2021.00,0.72
Communication Studies,43-2099.00,0.98
Communication Design,43-2099.00,0.89
Journalism,43-2099.00,0.69
Finance,43-3011.00,0.94
Accounting,43-3011.00,0.72
Aviation and Aerospace Management,43-3011.00,0.72
Accounting,43-3021.00,0.95
Business Intelligence,43-3021.00,0.75
Statistical Science,43-3021.00,0.75
Accounting,43-3031.00,0.98
Business Administration,43-3031.00,0.78
Business Intelligence,43-3031.00,0.78
Computer Science,43-3041.00,0.98
Finance,43-3041.00,0.98
Computer Engineering,43-3041.00,0.83
Computer Information Systems,43-3041.00,0.83
Computer Security,43-3041.00,0.83
Business Intelligence,43-3041.00,0.80
Video Production,43-3051.00,0.95
Accounting,43-3051.00,0.75
Advanced Manufacturing Operations,43-3051.00,0.75
Advanced Manufacturing Sciences,43-3051.00,0.75
Business Intelligence,43-3051.00,0.75
Film Studies and Production,43-3051.00,0.75
Advanced Manufacturing Sciences,43-3061.00,0.90
Computer Information Systems,43-3061.00,0.90
Health Care Information Systems Major,43-3061.00,0.90
History,43-3061.00,0.90
Physics,43-3061.00,0.90
Finance,43-3071.00,0.94
Accounting,43-3071.00,0.72
Aviation and Aerospace Management,43-3071.00,0.72
Finance,43-3099.00,0.94
Accounting,43-3099.00,0.72
Aviation and Aerospace Management,43-3099.00,0.72
Finance,43-4011.00,0.94
Marketing,43-4011.00,0.94
Professional Selling,43-4011.00,0.94
Business Intelligence,43-4021.00,0.90
Computer Information Systems,43-4021.00,0.90
Finance,43-4021.00,0.90
Health Care Information Systems Major,43-4021.00,0.90
History,43-4031.00,0.94
Political Science,43-4031.00,0.94
Criminal Justice and Criminology,43-4031.00,0.72
Business Administration,43-4041.00,0.98
Business Intelligence,43-4041.00,0.98
Finance,43-4041.00,0.98
International Business,43-4041.00,0.98
Marketing,43-4051.00,0.94
Professional Selling,43-4051.00,0.94
Accounting,43-4051.00,0.72
Criminal Justice and Criminology,43-4061.00,0.94
Political Science,43-4061.00,0.94
Public Health,43-4061.00,0.94
Social Work,43-4061.00,0.94
History,43-4071.00,0.90
Hotel Management,43-4081.00,0.98
Hospitality Leadership,43-4081.00,0.74
Brewery Operations,43-4081.00,0.64
Computer Science,43-4111.00,0.90
Finance,43-4111.00,0.90
Broadcast Journalism,43-4121.00,0.94
Media Production and Leadership,43-4121.00,0.94
"Art History, Theory, and Criticism",43-4121.00,0.72
Computer Information Systems,43-4131.00,0.90
Finance,43-4131.00,0.90
Health Care Information Systems Major,43-4131.00,0.90
Finance,43-4141.00,0.94
Accounting,43-4141.00,0.72
Aviation and Aerospace Management,43-4141.00,0.72
Advanced Manufacturing Sciences,43-4151.00,0.95
Physics,43-4151.00,0.75
Human Resource Management,43-4161.00,0.98
Accounting,43-4161.00,0.70
Business Intelligence,43-4161.00,0.70
Computer Information Systems,43-4171.00,0.98
Health Care Information Systems Major,43-4171.00,0.98
Public Health,43-4171.00,0.72
Hospitality Leadership,43-4181.00,0.94
Hotel Management,43-4181.00,0.94
Brewery Operations,43-4181.00,0.72
Computer Information Systems,43-4199.00,0.98
Health Care Information Systems Major,43-4199.00,0.98
Aviation and Aerospace Management,43-5011.00,0.94
Aviation and Aerospace Science,43-5011.00,0.94
Aerospace Systems and Mission Design,43-5011.00,0.72
Applied Geology,43-5011.01,0.89
Biochemistry,43-5011.01,0.89
Biology,43-5011.01,0.89
Chemistry,43-5011.01,0.89
Data Science and Machine Learning,43-5011.01,0.89
Environmental Science,43-5011.01,0.89
Business Administration,43-5021.00,0.98
International Business,43-5021.00,0.98
Business Intelligence,43-5021.00,0.83
Fire and Emergency Response Administration,43-5031.00,0.98
Public Health,43-5031.00,0.80
Criminal Justice and Criminology,43-5031.00,0.78
Criminal Justice and Criminology,43-5032.00,0.96
Psychology Major,43-5032.00,0.70
Political Science,43-5032.00,0.68
Environmental Engineering,43-5041.00,0.94
Applied Geology,43-5041.00,0.72
Biology,43-5041.00,0.72
Construction Project Management,43-5051.00,0.90
Construction Project Management,43-5052.00,0.90
Data Science and Machine Learning,43-5053.00,0.98
Construction Project Management,43-5053.00,0.72
History,43-5053.00,0.72
Video Production,43-5061.00,0.98
Film Studies and Production,43-5061.00,0.89
Media Production and Leadership,43-5061.00,0.89
Advanced Manufacturing Sciences,43-5061.00,0.82
History,43-5071.00,0.90
Advanced Manufacturing Sciences,43-5111.00,0.90
History,43-5111.00,0.90
Physics,43-5111.00,0.90
Statistical Science,43-6011.00,0.94
Applied Geology,43-6011.00,0.72
Biochemistry,43-6011.00,0.72
Applied Geology,43-6012.00,0.89
Biochemistry,43-6012.00,0.89
Biology,43-6012.00,0.89
Chemistry,43-6012.00,0.89
Data Science and Machine Learning,43-6012.00,0.89
Environmental Science,43-6012.00,0.89
Health Care Professional Services,43-6013.00,0.98
Integrative Health Care,43-6013.00,0.98
Biology,43-6013.00,0.83
Chemistry,43-6013.00,0.83
Nutrition Science,43-6013.00,0.83
Health Care Information Systems Major,43-6014.00,0.94
Health Care Professional Services,43-6014.00,0.94
Integrative Health Care,43-6014.00,0.94
Advanced Manufacturing Sciences,43-9021.00,0.90
Business Intelligence,43-9021.00,0.90
Physics,43-9021.00,0.90
Computer Engineering,43-9022.00,0.94
Computer Information Systems,43-9022.00,0.94
Computer Science,43-9022.00,0.94
Computer Security,43-9022.00,0.94
Computer Engineering,43-9031.00,0.98
Computer Information Systems,43-9031.00,0.98
Computer Science,43-9031.00,0.98
Computer Security,43-9031.00,0.83
Finance,43-9041.00,0.94
Accounting,43-9041.00,0.72
Aviation and Aerospace Management,43-9041.00,0.72
Data Science and Machine Learning,43-9051.00,0.98
History,43-9051.00,0.72
Accounting,43-9061.00,0.90
Data Science and Machine Learning,43-9061.00,0.90
Computer Engineering,43-9071.00,0.98
Computer Information Systems,43-9071.00,0.98
Computer Science,43-9071.00,0.98
Computer Security,43-9071.00,0.98
Data Science and Machine Learning,43-9071.00,0.98
Technical Writing and Editing,43-9081.00,0.95
English,43-9081.00,0.75
Statistical Science,43-9111.00,0.98
Business Intelligence,43-9111.00,0.72
Social Work,43-9199.00,0.93
Business Administration,43-9199.00,0.80
Social Work,45-1011.00,0.93
Management,45-1011.00,0.80
Operations Management,45-2011.00,0.98
Business Administration,45-2011.00,0.83
Health Care Information Systems Major,45-2011.00,0.83
Health Care Management,45-2011.00,0.83
Health Care Professional Services,45-2011.00,0.83
Integrative Health Care,45-2011.00,0.83
History,45-2021.00,0.90
Business Administration,45-2041.00,0.90
Management,45-2041.00,0.90
Communication Studies,45-2041.00,0.90
Environmental Engineering,45-2091.00,0.94
Applied Geology,45-2091.00,0.72
Biology,45-2091.00,0.72
Nursing,45-2092.00,0.98
Health Care Professional Services,45-2092.00,0.85
Public Health,45-2092.00,0.80
Health Care Management,45-2092.00,0.72
History,45-2093.00,0.90
Public Health,45-2093.00,0.90
Social Work,45-2099.00,0.93
Social Work,45-3031.00,0.93
Environmental Science,45-4011.00,0.98
Environmental Sustainability,45-4011.00,0.90
Environmental Engineering,45-4011.00,0.79
Public Health,45-4011.00,0.79
Business Administration,45-4021.00,0.90
Management,45-4021.00,0.90
Communication Studies,45-4021.00,0.90
Data Science and Machine Learning,45-4022.00,0.90
English,45-4023.00,0.90
Social Work,45-4029.00,0.93
Construction Project Management,47-1011.00,0.98
Civil Engineering Technology,47-1011.00,0.77
Advanced Manufacturing Operations,47-1011.00,0.65
Business Administration,47-1011.03,0.98
Management,47-1011.03,0.98
Operations Management,47-1011.03,0.80
Environmental Engineering,47-2011.00,0.94
Applied Geology,47-2011.00,0.72
Biology,47-2011.00,0.72
Advanced Manufacturing Sciences,47-2021.00,0.90
Civil Engineering Technology,47-2021.00,0.90
Construction Project Management,47-2021.00,0.90
Physics,47-2021.00,0.90
Special Education,47-2022.00,0.90
Advanced Manufacturing Sciences,47-2031.00,0.90
Construction Project Management,47-2031.00,0.90
Physics,47-2031.00,0.90
Advanced Manufacturing Sciences,47-2041.00,0.90
Physics,47-2041.00,0.90
Music,47-2042.00,0.90
Data Science and Machine Learning,47-2043.00,0.90
Advanced Manufacturing Sciences,47-2044.00,0.90
Physics,47-2044.00,0.90
Electrical Engineering,47-2051.00,0.90
Social Work,47-2053.00,0.93
Construction Project Management,47-2061.00,0.98
Civil Engineering Technology,47-2061.00,0.88
Mechanical Engineering Technology,47-2061.00,0.88
Applied Geology,47-2061.00,0.86
Environmental Engineering,47-2061.00,0.86
Advanced Manufacturing Sciences,47-2071.00,0.90
Aviation and Aerospace Management,47-2071.00,0.90
Data Science and Machine Learning,47-2071.00,0.90
Physics,47-2071.00,0.90
Construction Project Management,47-2072.00,0.90
Construction Project Management,47-2073.00,0.98
Applied Geology,47-2073.00,0.77
Civil Engineering Technology,47-2073.00,0.77
Advanced Manufacturing Sciences,47-2081.00,0.95
Construction Project Management,47-2081.00,0.75
Music,47-2081.00,0.75
Operations Management,47-2081.00,0.75
Physics,47-2081.00,0.75
Business Administration,47-2082.00,0.90
Management,47-2082.00,0.90
Communication Studies,47-2082.00,0.90
Electrical Engineering,47-2111.00,0.98
Advanced Manufacturing Operations,47-2111.00,0.63
Advanced Manufacturing Sciences,47-2111.00,0.63
Construction Project Management,47-2121.00,0.90
Social Work,47-2131.00,0.98
Advanced Manufacturing Sciences,47-2131.00,0.72
Physics,47-2131.00,0.72
Mechanical Engineering Technology,47-2132.00,0.98
Advanced Manufacturing Sciences,47-2132.00,0.77
Physics,47-2132.00,0.77
Construction Project Management,47-2141.00,0.98
Civil Engineering Technology,47-2141.00,0.84
Advanced Manufacturing Operations,47-2141.00,0.64
Advanced Manufacturing Sciences,47-2142.00,0.90
Communication Design,47-2142.00,0.90
Marketing,47-2142.00,0.90
Physics,47-2142.00,0.90
Environmental Engineering,47-2151.00,0.94
Applied Geology,47-2151.00,0.72
Biology,47-2151.00,0.72
Electrical Engineering,47-2152.00,0.98
Mechanical Engineering Technology,47-2152.00,0.91
Environmental Engineering,47-2152.00,0.90
Advanced Manufacturing Operations,47-2152.04,0.98
Advanced Manufacturing Sciences,47-2152.04,0.98
Environmental Engineering,47-2152.04,0.96
Aerospace Systems and Mission Design,47-2152.04,0.83
Civil Engineering Technology,47-2152.04,0.83
Electrical Engineering,47-2152.04,0.83
Advanced Manufacturing Sciences,47-2161.00,0.90
Physics,47-2161.00,0.90
Social Work,47-2171.00,0.93
Data Science and Machine Learning,47-2171.00,0.80
Advanced Manufacturing Sciences,47-2181.00,0.90
Physics,47-2181.00,0.90
Social Work,47-2211.00,0.98
Data Science and Machine Learning,47-2211.00,0.72
Social Work,47-2221.00,0.93
Civil Engineering Technology,47-2221.00,0.80
Construction Project Management,47-2221.00,0.80
Electrical Engineering,47-2231.00,0.98
Civil Engineering Technology,47-2231.00,0.83
Advanced Manufacturing Operations,47-2231.00,0.68
Advanced Manufacturing Sciences,47-3011.00,0.90
Physics,47-3011.00,0.90
Social Work,47-3011.00,0.90
Advanced Manufacturing Sciences,47-3012.00,0.90
Physics,47-3012.00,0.90
Social Work,47-3012.00,0.90
Advanced Manufacturing Sciences,47-3013.00,0.90
Physics,47-3013.00,0.90
Social Work,47-3013.00,0.90
Advanced Manufacturing Sciences,47-3014.00,0.90
Art,47-3014.00,0.90
Physics,47-3014.00,0.90
Social Work,47-3014.00,0.90
Advanced Manufacturing Sciences,47-3015.00,0.90
Physics,47-3015.00,0.90
Social Work,47-3015.00,0.90
Advanced Manufacturing Sciences,47-3016.00,0.90
Physics,47-3016.00,0.90
Social Work,47-3016.00,0.90
Construction Project Management,47-3019.00,0.98
Civil Engineering Technology,47-3019.00,0.77
Advanced Manufacturing Operations,47-3019.00,0.65
Construction Project Management,47-4011.00,0.98
Civil Engineering Technology,47-4011.00,0.90
Electrical Engineering,47-4011.00,0.90
Accounting,47-4011.01,0.98
Finance,47-4011.01,0.75
Business Administration,47-4011.01,0.70
Business Administration,47-4021.00,0.90
Management,47-4021.00,0.90
Communication Studies,47-4021.00,0.90
Electrical Engineering,47-4031.00,0.90
Applied Geology,47-4041.00,0.94
Environmental Engineering,47-4041.00,0.94
Biology,47-4041.00,0.72
Social Work,47-4051.00,0.93
Aviation and Aerospace Management,47-4051.00,0.80
Data Science and Machine Learning,47-4061.00,0.90
Business Administration,47-4071.00,0.90
Management,47-4071.00,0.90
Communication Studies,47-4071.00,0.90
Advanced Manufacturing Sciences,47-4091.00,0.90
Physics,47-4091.00,0.90
Construction Project Management,47-4099.00,0.98
Civil Engineering Technology,47-4099.00,0.77
Advanced Manufacturing Operations,47-4099.00,0.65
Environmental Science,47-4099.03,0.94
Environmental Sustainability,47-4099.03,0.94
Applied Geology,47-4099.03,0.72
Business Administration,47-5011.00,0.90
Management,47-5011.00,0.90
Communication Studies,47-5011.00,0.90
Business Administration,47-5012.00,0.90
Management,47-5012.00,0.90
Communication Studies,47-5012.00,0.90
Business Administration,47-5013.00,0.90
Management,47-5013.00,0.90
Communication Studies,47-5013.00,0.90
Data Science and Machine Learning,47-5022.00,0.98
Advanced Manufacturing Sciences,47-5022.00,0.72
Applied Geology,47-5022.00,0.72
Applied Geology,47-5023.00,0.98
Construction Project Management,47-5023.00,0.91
Environmental Engineering,47-5023.00,0.90
Civil Engineering Technology,47-5023.00,0.79
Accounting,47-5032.00,0.95
Social Work,47-5032.00,0.85
Advanced Manufacturing Sciences,47-5032.00,0.75
Applied Geology,47-5032.00,0.75
Physics,47-5032.00,0.75
Data Science and Machine Learning,47-5041.00,0.98
Applied Geology,47-5041.00,0.72
Computer Information Systems,47-5041.00,0.72
Applied Geology,47-5043.00,0.90
Mechanical Engineering Technology,47-5043.00,0.90
Data Science and Machine Learning,47-5044.00,0.98
Applied Geology,47-5044.00,0.72
Electrical Engineering,47-5044.00,0.72
Data Science and Machine Learning,47-5049.00,0.98
Applied Geology,47-5049.00,0.72
Business Administration,47-5051.00,0.90
Management,47-5051.00,0.90
Communication Studies,47-5051.00,0.90
Electrical Engineering,47-5071.00,0.90
Social Work,47-5081.00,0.98
Applied Geology,47-5081.00,0.89
Art,47-5081.00,0.72
Social Work,47-5099.00,0.93
Management,49-1011.00,0.90
Social Work,49-1011.00,0.90
Computer Engineering,49-2011.00,0.98
Computer Information Systems,49-2011.00,0.98
Computer Science,49-2011.00,0.98
Computer Security,49-2011.00,0.98
Data Science and Machine Learning,49-2011.00,0.98
Aerospace Systems and Mission Design,49-2021.00,0.94
Aviation and Aerospace Science,49-2021.00,0.94
Computer Engineering,49-2021.00,0.94
Computer Information Systems,49-2021.00,0.94
Electrical Engineering,49-2021.00,0.94
Fire and Emergency Response Administration,49-2021.00,0.94
Communication Studies,49-2022.00,0.95
Broadcast Journalism,49-2022.00,0.75
Communication Design,49-2022.00,0.75
Construction Project Management,49-2022.00,0.75
Electrical Engineering,49-2022.00,0.75
Journalism,49-2022.00,0.75
Aerospace Systems and Mission Design,49-2091.00,0.98
Electrical Engineering,49-2091.00,0.97
Aviation and Aerospace Science,49-2091.00,0.86
Electrical Engineering,49-2092.00,0.90
Electrical Engineering,49-2093.00,0.98
Computer Engineering,49-2093.00,0.77
Advanced Manufacturing Operations,49-2093.00,0.65
Electrical Engineering,49-2094.00,0.98
Industrial Design,49-2094.00,0.91
Advanced Manufacturing Operations,49-2094.00,0.77
Electrical Engineering,49-2095.00,0.98
Computer Engineering,49-2095.00,0.77
Advanced Manufacturing Operations,49-2095.00,0.65
Communication Studies,49-2096.00,0.95
Communication Design,49-2096.00,0.75
Computer Security,49-2096.00,0.75
Criminal Justice and Criminology,49-2096.00,0.75
Journalism,49-2096.00,0.75
Music,49-2096.00,0.75
Media Production and Leadership,49-2097.00,0.98
Video Production,49-2097.00,0.98
Broadcast Journalism,49-2097.00,0.83
Film Studies and Production,49-2097.00,0.83
Music,49-2097.00,0.83
Fire and Emergency Response Administration,49-2098.00,0.98
Criminal Justice and Criminology,49-2098.00,0.77
Social Work,49-2098.00,0.77
Aerospace Systems and Mission Design,49-3011.00,0.94
Aviation and Aerospace Science,49-3011.00,0.94
Aviation and Aerospace Management,49-3011.00,0.72
Business Administration,49-3021.00,0.90
Management,49-3021.00,0.90
Communication Studies,49-3021.00,0.90
Business Administration,49-3022.00,0.90
Management,49-3022.00,0.90
Communication Studies,49-3022.00,0.90
Business Administration,49-3023.00,0.90
Management,49-3023.00,0.90
Communication Studies,49-3023.00,0.90
Special Education,49-3031.00,0.93
Mechanical Engineering Technology,49-3041.00,0.90
Construction Project Management,49-3042.00,0.98
Mechanical Engineering Technology,49-3042.00,0.98
Applied Geology,49-3042.00,0.83
Civil Engineering Technology,49-3042.00,0.83
Business Administration,49-3043.00,0.90
Management,49-3043.00,0.90
Communication Studies,49-3043.00,0.90
Electrical Engineering,49-3051.00,0.98
Mechanical Engineering Technology,49-3051.00,0.98
Advanced Manufacturing Operations,49-3051.00,0.78
Advanced Manufacturing Sciences,49-3051.00,0.78
Aerospace Systems and Mission Design,49-3051.00,0.78
Civil Engineering Technology,49-3051.00,0.78
Business Administration,49-3052.00,0.90
Management,49-3052.00,0.90
Communication Studies,49-3052.00,0.90
Electrical Engineering,49-3053.00,0.90
Business Administration,49-3091.00,0.90
Management,49-3091.00,0.90
Communication Studies,49-3091.00,0.90
Electrical Engineering,49-3092.00,0.98
Advanced Manufacturing Operations,49-3092.00,0.78
Advanced Manufacturing Sciences,49-3092.00,0.78
Aerospace Systems and Mission Design,49-3092.00,0.78
Civil Engineering Technology,49-3092.00,0.78
Mechanical Engineering Technology,49-3092.00,0.78
Business Administration,49-3093.00,0.90
Management,49-3093.00,0.90
Communication Studies,49-3093.00,0.90
Mechanical Engineering Technology,49-9011.00,0.98
Advanced Manufacturing Operations,49-9011.00,0.65
Advanced Manufacturing Sciences,49-9011.00,0.65
Mechanical Engineering Technology,49-9012.00,0.98
Advanced Manufacturing Operations,49-9012.00,0.65
Advanced Manufacturing Sciences,49-9012.00,0.65
Mechanical Engineering Technology,49-9021.00,0.90
Business Administration,49-9031.00,0.90
Management,49-9031.00,0.90
Communication Studies,49-9031.00,0.90
Mechanical Engineering Technology,49-9041.00,0.98
Industrial Design,49-9041.00,0.90
Advanced Manufacturing Operations,49-9041.00,0.86
Advanced Manufacturing Sciences,49-9041.00,0.86
Data Science and Machine Learning,49-9043.00,0.93
Social Work,49-9043.00,0.93
Mechanical Engineering Technology,49-9043.00,0.80
Mechanical Engineering Technology,49-9044.00,0.90
Advanced Manufacturing Sciences,49-9045.00,0.90
Physics,49-9045.00,0.90
Electrical Engineering,49-9051.00,0.98
Advanced Manufacturing Operations,49-9051.00,0.64
Advanced Manufacturing Sciences,49-9051.00,0.64
Electrical Engineering,49-9052.00,0.90
Physics,49-9052.00,0.90
Film Studies and Production,49-9061.00,0.98
Video Production,49-9061.00,0.93
Media Production and Leadership,49-9061.00,0.76
Health Care Professional Services,49-9062.00,0.94
Integrative Health Care,49-9062.00,0.94
Aging Services Leadership,49-9062.00,0.72
Music Education,49-9063.00,0.93
Music,49-9063.00,0.93
Mechanical Engineering Technology,49-9064.00,0.98
Advanced Manufacturing Operations,49-9064.00,0.68
Advanced Manufacturing Sciences,49-9064.00,0.68
Business Administration,49-9069.00,0.90
Management,49-9069.00,0.90
Communication Studies,49-9069.00,0.90
Mechanical Engineering Technology,49-9071.00,0.98
Electrical Engineering,49-9071.00,0.90
Construction Project Management,49-9071.00,0.78
Electrical Engineering,49-9081.00,0.98
Mechanical Engineering Technology,49-9081.00,0.98
Advanced Manufacturing Operations,49-9081.00,0.78
Advanced Manufacturing Sciences,49-9081.00,0.78
Aerospace Systems and Mission Design,49-9081.00,0.78
Civil Engineering Technology,49-9081.00,0.78
Video Production,49-9091.00,0.98
Film Studies and Production,49-9091.00,0.83
Media Production and Leadership,49-9091.00,0.83
Environmental Engineering,49-9092.00,0.94
Applied Geology,49-9092.00,0.72
Biology,49-9092.00,0.72
Business Administration,49-9094.00,0.90
Management,49-9094.00,0.90
Communication Studies,49-9094.00,0.90
Construction Project Management,49-9095.00,0.90
Advanced Manufacturing Operations,49-9096.00,0.98
Advanced Manufacturing Sciences,49-9096.00,0.98
Construction Project Management,49-9096.00,0.98
Civil Engineering Technology,49-9096.00,0.83
Mechanical Engineering Technology,49-9096.00,0.83
Business Administration,49-9097.00,0.90
Management,49-9097.00,0.90
Communication Studies,49-9097.00,0.90
Mechanical Engineering Technology,49-9098.00,0.98
Advanced Manufacturing Sciences,49-9098.00,0.86
Electrical Engineering,49-9098.00,0.86
Social Work,49-9099.00,0.93
Electrical Engineering,49-9099.01,0.90
Technical Writing and Editing,49-9099.01,0.90
Video Production,51-1011.00,0.98
Film Studies and Production,51-1011.00,0.89
Media Production and Leadership,51-1011.00,0.89
Social Work,51-1011.00,0.89
Advanced Manufacturing Operations,51-1011.00,0.82
Aerospace Systems and Mission Design,51-2011.00,0.98
Aviation and Aerospace Science,51-2011.00,0.83
Aviation and Aerospace Management,51-2011.00,0.68
Electrical Engineering,51-2021.00,0.98
Advanced Manufacturing Operations,51-2021.00,0.68
Advanced Manufacturing Sciences,51-2021.00,0.68
Electrical Engineering,51-2022.00,0.98
Advanced Manufacturing Operations,51-2022.00,0.77
Computer Engineering,51-2022.00,0.77
Advanced Manufacturing Operations,51-2023.00,0.90
Advanced Manufacturing Operations,51-2031.00,0.98
Advanced Manufacturing Sciences,51-2031.00,0.90
Construction Project Management,51-2031.00,0.90
Civil Engineering Technology,51-2031.00,0.78
Mechanical Engineering Technology,51-2031.00,0.78
Civil Engineering Technology,51-2041.00,0.90
Business Administration,51-2051.00,0.90
Management,51-2051.00,0.90
Communication Studies,51-2051.00,0.90
Electrical Engineering,51-2061.00,0.98
Advanced Manufacturing Operations,51-2061.00,0.83
Advanced Manufacturing Sciences,51-2061.00,0.68
Business Administration,51-2092.00,0.94
Management,51-2092.00,0.94
Accounting,51-2092.00,0.72
Advanced Manufacturing Operations,51-2099.00,0.90
Business Administration,51-3011.00,0.90
Management,51-3011.00,0.90
Communication Studies,51-3011.00,0.90
Business Administration,51-3021.00,0.90
Management,51-3021.00,0.90
Communication Studies,51-3021.00,0.90
Business Administration,51-3022.00,0.90
Management,51-3022.00,0.90
Communication Studies,51-3022.00,0.90
Marketing,51-3023.00,0.98
Professional Selling,51-3023.00,0.83
Accounting,51-3023.00,0.68
Data Science and Machine Learning,51-3091.00,0.98
Advanced Manufacturing Operations,51-3092.00,0.98
Advanced Manufacturing Sciences,51-3092.00,0.98
Mechanical Engineering Technology,51-3092.00,0.83
Data Science and Machine Learning,51-3093.00,0.98
Social Work,51-3099.00,0.93
Data Science and Machine Learning,51-4021.00,0.98
Advanced Manufacturing Sciences,51-4021.00,0.72
Civil Engineering Technology,51-4021.00,0.72
Data Science and Machine Learning,51-4022.00,0.98
Data Science and Machine Learning,51-4023.00,0.98
Data Science and Machine Learning,51-4031.00,0.98
Data Science and Machine Learning,51-4032.00,0.98
Social Work,51-4032.00,0.72
Data Science and Machine Learning,51-4033.00,0.98
Social Work,51-4033.00,0.72
Data Science and Machine Learning,51-4034.00,0.98
Advanced Manufacturing Sciences,51-4034.00,0.72
Physics,51-4034.00,0.72
Data Science and Machine Learning,51-4035.00,0.98
Social Work,51-4035.00,0.72
Advanced Manufacturing Operations,51-4041.00,0.98
Mechanical Engineering Technology,51-4041.00,0.98
Advanced Manufacturing Sciences,51-4041.00,0.83
Industrial Design,51-4041.00,0.83
Mathematics,51-4041.00,0.83
Business Administration,51-4051.00,0.90
Management,51-4051.00,0.90
Communication Studies,51-4051.00,0.90
Business Administration,51-4052.00,0.90
Management,51-4052.00,0.90
Communication Studies,51-4052.00,0.90
Industrial Design,51-4061.00,0.98
Data Science and Machine Learning,51-4061.00,0.71
Data Science and Machine Learning,51-4062.00,0.90
Video Production,51-4071.00,0.95
Advanced Manufacturing Operations,51-4071.00,0.75
Advanced Manufacturing Sciences,51-4071.00,0.75
Film Studies and Production,51-4071.00,0.75
Media Production and Leadership,51-4071.00,0.75
Data Science and Machine Learning,51-4072.00,0.98
Data Science and Machine Learning,51-4081.00,0.98
Advanced Manufacturing Operations,51-4111.00,0.90
Data Science and Machine Learning,51-4111.00,0.90
Business Administration,51-4121.00,0.90
Management,51-4121.00,0.90
Communication Studies,51-4121.00,0.90
